1.7392,-2.6618
1.8958,-1.8569
2.264,-3.3236
2.3498,-6.1966
-0.43829,-1.0212
0.38719,1.1756
-0.12791,2.567
-1.1029,1.2166
0.066794,-0.076682
3.0502,-3.3347
-2.2977,0.19435
3.5093,1.9851
-0.78355,0.47199
1.4434,-2.336
0.6152,1.4513
1.6336,-2.3558
1.5825,-3.6707
3.0374,-1.5762
1.9149,2.6483
-1.1951,0.6665
-2.3508,-0.39783
1.7945,-1.2482
-0.39141,1.1549
0.89986,-3.1444
-0.87492,1.5046
-0.44919,1.77
2.0991,3.2424
2.5778,-1.6119
-2.6949,0.89445
-0.37658,-0.75494
0.039371,0.6922
1.7171,-0.94699
1.2106,2.9693
1.8007,2.8052
3.5475,-3.17
-0.73915,1.6734
0.99708,1.6906
0.078114,-0.7994
0.018564,-0.32739
-0.1431,-1.4975
0.15885,-1.1548
-1.031,1.5315
3.1076,2.1045
-2.9876,2.1609
-0.39463,2.6839
-1.605,0.64962
0.35451,0.88453
-2.2292,0.095846
1.4212,-3.1583
-0.4607,1.6701
0.17275,-1.2308
-0.62218,1.8413
2.5374,2.1279
1.5138,-0.063167
1.3684,1.4326
-1.4308,-0.51739
1.7904,1.8302
0.057317,2.352
1.1462,1.5527
-0.61478,2.2018
2.8832,-2.6968
2.0226,-1.2378
1.1438,-1.0827
-1.0011,0.60028
2.5155,2.556
0.17702,1.268
-1.3224,-1.283
-1.3929,0.99306
2.4951,-0.56625
1.661,2.4824
-0.53253,-0.72976
2.2904,-2.2839
0.75303,-1.665
-2.0223,1.2486
2.8109,-2.3062
1.0656,0.32545
0.15538,1.9074
-0.8067,0.0018248
2.87,-0.95716
-1.1891,-0.075309
3.3742,-1.1343
2.9462,-6.228
3.0307,-2.0723
2.3081,-4.6556
0.30384,2.3863
-0.19704,-1.2658
-2.856,-1.1398
0.68382,0.94994
1.1225,-0.36523
2.8639,-1.826
2.3668,-1.9405
1.5288,1.7117
-1.1525,-0.40108
4.1062,0.40816
1.0107,0.41966
-2.5434,1.0775
2.0217,2.2
1.5988,2.1596
-1.7217,-1.6416
3.7442,0.68326
-0.8097,-0.11463
3.613,-1.8673
-0.65169,2.7344
1.9725,-2.187
-0.018464,1.956
1.4961,-1.2491
0.4004,1.8929
1.2538,2.3644
1.5481,-0.68445
2.203,0.1215
-0.24372,-1.1822
2.996,-3.4262
2.2443,-0.97284
1.4374,1.213
-1.6223,-1.3016
2.1866,2.1805
3.6075,1.7056
0.0072907,2.2765
2.117,-3.7956
-1.0902,-0.51499
-2.9852,-0.77543
1.1866,-2.0473
0.79086,2.5076
1.5403,2.261
-0.21275,0.060224
-0.2443,0.98478
2.4874,-1.2632
2.1833,-0.65435
-0.94346,-1.4227
-2.0816,0.26489
1.6935,1.7104
