-1.1951,0.6665
0.35991,0.48839
1.5288,1.7117
3.2142,2.612
0.27523,1.7826
2.3793,2.984
0.24157,2.8456
0.48774,1.7736
0.24816,0.83982
2.5374,2.1279
-0.12791,2.567
-0.79018,0.5234
1.661,2.4824
0.35083,2.2915
1.6551,2.3535
-0.65169,2.7344
0.9431,1.7199
-0.73915,1.6734
-1.0176,3.2802
3.6075,1.7056
-0.40625,1.7476
-0.82743,2.4626
-1.4589,2.0324
1.5988,2.1596
2.0458,1.9978
1.902,2.5902
1.5027,1.7076
2.859,2.3933
0.86479,3.3136
1.093,2.7547
-0.19861,1.9244
2.3088,2.093
-0.33138,1.636
1.8335,1.4927
3.3792,1.4932
1.1283,2.706
-0.44919,1.77
3.1076,2.1045
1.2106,2.9693
0.36492,2.2862
-0.053633,0.89078
1.9912,3.0154
0.17702,1.268
0.72616,0.94655
0.031078,2.2986
1.5335,1.9847
1.2538,2.3644
2.3709,0.76045
2.0991,3.2424
1.9784,1.9047
1.1462,1.5527
4.1062,0.40816
1.1122,0.78477
0.78782,2.2821
0.37363,2.4084
-0.14508,0.91656
-0.77572,1.5468
-0.15932,2.4001
0.074587,2.3288
3.5093,1.9851
1.4702,1.6594
1.8991,2.0855
1.4374,1.213
-1.5506,2.2077
-1.8301,1.585
-2.3183,1.7735
1.7129,2.1021
2.1018,2.2508
1.7904,1.8302
1.9149,2.6483
-1.768,2.6079
0.54076,2.2986
-0.39463,2.6839
0.6152,1.4513
2.0438,2.0997
2.8744,2.0498
1.6809,2.9397
1.8034,1.8208
0.2613,1.1039
-1.2755,1.3587
3.4887,1.4266
3.7442,0.68326
-0.28941,2.3259
1.2697,2.0287
2.6766,2.1902
-0.52738,1.7087
1.9466,0.62314
-1.8979,0.94071
3.0239,2.8141
1.7314,2.3516
-0.69513,1.923
0.93765,1.8495
3.4788,-0.35101
2.6377,2.0305
-0.08722,1.4444
-2.2654,1.9012
1.8919,2.5566
-2.9876,2.1609
1.0752,1.1461
0.028945,1.7025
1.7567,1.3728
2.2214,1.7678
1.207,2.7654
1.2549,1.2975
0.55037,1.5376
0.31811,2.4649
0.090061,2.017
-0.94597,0.92805
-0.32693,3.3128
2.5155,2.556
-0.51775,3.0681
-2.2337,1.1485
0.79086,2.5076
1.8007,2.8052
1.7501,2.3313
0.89328,1.0306
0.26541,1.8417
0.7797,2.0841
1.3615,1.6488
-0.61478,2.2018
1.5524,1.0156
0.057317,2.352
-0.085931,2.4154
0.78297,2.1314
2.0217,2.2
1.5403,2.261
2.6527,1.6197
-0.87492,1.5046
1.772,2.1313
2.4076,1.6465
1.0663,1.6374
2.1681,2.0124
2.5923,2.3609
2.3281,2.1693
3.5349,2.1185
0.96511,1.8147
-1.3384,1.3749
0.4004,1.8929
2.1866,2.1805
0.35451,0.88453
1.0488,1.8637
1.0673,2.0668
1.0698,2.0203
2.4237,1.468
0.74548,2.1643
1.3864,2.1582
1.3684,1.4326
0.97336,2.387
-1.3714,2.5239
1.6986,2.2869
0.15538,1.9074
0.99708,1.6906
0.30384,2.3863
0.63613,2.5866
-1.2356,1.834
0.13246,1.4199
1.6935,1.7104
1.7724,2.2429
0.44004,3.6089
-2.3466,1.2671
-4.0187,-0.11291
-0.94231,0.51043
-1.9512,1.4351
-1.3998,-0.68997
-2.5756,-2.2573
-2.3806,2.4361
-0.69272,1.3584
-1.7311,-0.37465
-0.86633,-0.25051
-1.031,1.5315
-0.10514,1.3675
0.78924,0.64407
-0.65759,0.40225
0.32982,-0.91782
-1.1029,1.2166
-2.4949,-0.28496
0.075517,-1.2044
-0.39141,1.1549
-2.0151,-0.28307
1.294,1.1427
0.066794,-0.076682
-0.44148,-1.1009
-2.0903,-0.36502
0.85599,-0.30898
-2.0816,0.26489
-1.5109,-0.71958
-0.21275,0.060224
0.018564,-0.32739
-0.74581,-0.51417
-0.055378,1.5308
-0.83722,-1.6463
-0.47768,-0.33423
-0.87839,-0.37451
-0.86071,1.6217
-0.68021,-0.63465
-2.6949,0.89445
-3.4569,1.3533
-0.20721,-1.8206
-0.65105,0.057771
-1.4821,-1.3457
-2.168,-0.8297
0.16974,0.63435
-0.2443,0.98478
1.0288,-0.32986
-1.9506,-0.51962
-0.62479,0.94061
-1.1525,-0.40108
-0.76187,-0.35487
-1.4509,1.4084
-1.9203,-0.55038
-1.0069,0.44395
-0.77913,0.49004
-1.0225,-0.84287
-0.37942,-0.58616
-0.1431,-1.4975
-1.6035,1.9848
-0.14847,1.0509
-2.9852,-0.77543
-2.057,-0.27643
0.47032,1.7955
-0.94346,-1.4227
-2.856,-1.1398
-0.75739,-0.33064
-2.0441,-0.77318
-2.2977,0.19435
-1.2671,1.092
-0.70561,-0.904
-0.5934,-2.3987
-1.3848,-0.80602
-1.0493,0.052607
-1.4783,-1.8695
0.69392,0.10391
-0.98969,-1.6636
-1.2857,0.80375
-0.55473,0.07544
-0.84835,-0.26631
0.039371,0.6922
-0.30871,0.15329
-1.0902,-0.51499
-1.7217,-1.6416
2.4987,0.38454
-2.2292,0.095846
-0.65886,0.022458
-2.0223,1.2486
-1.3224,-1.283
0.2257,0.43068
-2.1143,-0.63591
-0.37658,-0.75494
0.17275,-1.2308
-1.5667,0.22001
-2.6875,-0.27457
-1.7651,0.22773
-0.79129,0.39339
-2.1544,-0.46613
-0.53253,-0.72976
-1.6223,-1.3016
-0.8067,0.0018248
-1.0011,0.60028
-2.2528,-0.071335
-1.4356,-0.87716
0.54495,-1.2486
-0.097367,0.57614
-0.78355,0.47199
-1.1059,-2.1831
